thresholds
ID,wing,spot
M01G_Ita,90,140
M02D_Ita,80,140
M02G_Ita,80,140
M03D_Ita,80,140
M03G_Ita,85,140
M04D_Ita,120,135
M04G_Ita,115,145
M05D_Ita,100,140
M05G_Ita,100,140
M06G_Ita,90,140
M07D_Ita,90,135
M07G_Ita,80,150
M08D_Ita,80,140
M08G_Ita,80,150
M09D_Ita,90,135
M10D_Ita,90,125
M10G_Ita,90,135
M11D_Ita,100,135
M11G_Ita,100,150
M12D_Ita,92,135
M12G_Ita,90,140
M13D_Ita,90,140
M13G_Ita,100,150
M15D_Ita,85,145
M15G_Ita,80,150
