ID,wing,spot
M01G_Wis,80,160
M02D_Wis,70,160
M02G_Wis,70,160
M03D_Wis,80,150
M03G_Wis,80,140
M04D_Wis,80,150
M05D_Wis,70,150
M05G_Wis,70,150
M15D_Wis,70,140
M15G_Wis,80,140
M16G_Wis,85,160
M17D_Wis,75,158
M17G_Wis,75,165
M18D_Wis,80,150
M18G_Wis,70,150
M19D_Wis,90,130
M19G_Wis,90,140
M20D_Wis,75,140
M20G_Wis,75,140
M21D_Wis,70,135
M21G_Wis,75,145
M22D_Wis,75,138
M22G_Wis,80,145
M23D_Wis,60,145
M23G_Wis,60,145
