thresholds
ID,wing,spot
M03D_BRE,80,130
M04D_BRE,80,145
M04G_BRE,80,145
M06D_BRE,55,170
M09D_BRE,80,140
M09G_BRE,80,140
M10D_BRE,70,145
M10G_BRE,70,145
M11G_BRE,75,150
M15G_BRE,70,160
M21D_BRE,70,145
M21G_BRE,80,155
M22D_BRE,60,150
M22G_BRE,60,150
M23D_BRE,80,140
M24D_BRE,80,140
M24G_BRE,80,145
M25D_BRE,92,135
M29G_BRE,80,150
M30D_BRE,70,150
M30G_BRE,70,150
