M11D_Tok,631,788,509,1201
M09D_Tok,661,633,545,962
M05G_Tok,2214,1011,2191,1432
M04G_Tok,1779,780,1812,1137
M04D_Tok,768,888,742,1242
M27D_Tok,563,793,487,1148
M26G_Tok,2063,988,2028,1282
M26D_Tok,662,939,699,1311
M25G_Tok,2056,972,2019,1376
M25D_Tok,329,952,272,1353
M24G_Tok,2212,1219,2180,1583
M18G_Tok,1981,1014,1990,1354
M14G_Tok,1925,792,1954,1209
M14D_Tok,655,753,521,1128
