S17G_28,1985,823,2035,1163
S20D_28,877,1010,867,1378
S20G_28,1977,984,1960,1364
S24G_28,2169,1372,2074,1740
S24D_28,586,795,495,1164
S28G_28,2224,863,2262,1228
S28D_28,647,846,547,1199
S29G_28,2082,879,2086,1241
S29D_28,812,905,745,1262
S33D_28,657,851,627,1240
S33G_28,2131,943,2185,1331
S35G_28,1947,1330,1800,1671
S35D_28,720,778,653,1136
S36D_28,534,1030,523,1439
S36G_28,2131,1021,2094,1428
S37D_28,714,794,659,1161
S37G_28,2154,865,2167,1228
S40D_28,580,1171,590,1512
S40G_28,2014,1221,1921,1600
S42D_28,742,1044,676,1439
S42G_28,2083,714,2140,1099
S44D_28,631,904,578,1307
S44G_28,2111,822,2136,1224
So05D_16,350,1013,314,1494
So05G_16,2343,1160,2337,1638
So06D_16,290,929,206,1399
So06G_16,2315,751,2361,1221
So07D_16,292,1024,225,1463
So07G_16,2267,885,2351,1329
So13D_16,342,1223,422,1714
So13G_16,2363,1031,2413,1523
So17D_16,275,1052,284,1523
So17G_16,2341,840,2403,1311
So23D_16,359,914,317,1360
So23G_16,2248,981,2284,1427
So24D_16,303,1044,289,1528
So24G_16,2336,879,2389,1354
So27D_16,358,876,282,1358
So27G_16,2330,1005,2401,1485
So28D_16,283,1029,289,1513
So28G_16,2326,1013,2395,1491
So29D_16,304,932,211,1401
So29G_16,2260,896,2322,1364
So31D_16,206,659,141,1159
So31G_16,2348,1003,2368,1503
So42D_16,295,1098,262,1569
So42G_16,2361,878,2400,1349
So05D_28,877,1231,963,1594
So05G_28,1917,1047,1919,1417
So06D_28,699,905,630,1292
So08D_28,690,763,600,1139
So08G_28,2095,1028,2038,1419
So11D_28,637,863,592,1255
So11G_28,2145,901,2141,1288
So13D_28,722,877,637,1267
So13G_28,2046,987,2049,1383
So17D_28,498,953,470,1331
So17G_28,2020,964,2054,1343
So21D_28,651,863,590,1227
So21G_28,1843,938,1870,1320
So23D_28,774,1010,772,1398
So23G_28,1918,1070,1830,1453
So24G_28,2122,1157,2022,1510
So24D_28,555,1006,556,1372
So26D_28,740,929,666,1295
So27D_28,676,857,616,1225
So27G_28,2071,1172,2038,1552
So28D_28,553,1143,595,1516
So28G_28,2070,1055,1997,1423
So29G_28,2203,1232,2079,1595
So29D_28,839,1227,875,1599
So37G_28,2032,930,2034,1320
So37D_28,601,910,537,1290
So38D_28,597,711,547,1100
So38G_28,2111,985,2100,1371
So42D_28,570,1020,500,1374
So42G_28,2007,1009,2026,1373
So43G_28,1915,826,1956,1212
So43D_28,753,1072,772,1464
So01D_22,648,895,639,1300
So01G_22,2007,1231,1960,1624
So05D_22,599,1235,653,1632
So05G_22,2236,858,2310,1258
So06D_22,455,1036,410,1449
So06G_22,2198,896,2239,1317
So07D_22,606,716,494,1068
So07G_22,1928,955,1938,1336
So08D_22,610,930,533,1338
So08G_22,1992,1038,1921,1459
So13D_22,427,894,393,1274
So13G_22,2165,1041,2129,1456
So17G_22,2001,1074,2001,1485
So23D_22,548,967,498,1375
So23G_22,2115,617,2163,1022
So24D_22,656,905,593,1306
So24G_22,2272,930,2294,1343
So26D_22,545,835,440,1236
So27G_22,2350,813,2339,1255
So28D_22,462,601,352,1010
So28G_22,2149,976,2161,1397
So29D_22,474,831,423,1253
So29G_22,2244,781,2368,1183
So38D_22,622,801,588,1199
So38G_22,1936,863,2030,1243
So42D_22,605,934,585,1368
So42G_22,2160,844,2288,1252
So43D_22,331,894,360,1352
So43G_22,2089,818,2135,1280
